NGC4559,UGC 7766,Galaxy,Coma Berenices,9.9,,Andromeda,And
HD 102956,_,Star,Ursa Major,7.86,Aniara,,
HR 99,A,Star,Phoenix,2.4,Ankaa,,
HR 7405,A,Star,Vulpecula,4.44,Anser,,
HR 6134,A,Star,Scorpius,1.06,Antares,,
HD 131496,_,Star,Boötes,7.8,Arcalís,,
HR 5340,A,Star,Boötes,-0.05,Arcturus,,
HR 7343,B 2,Star,Sagittarius,4.27,Arkab Posterior,,
HR 7337,B 1,Star,Sagittarius,3.96,Arkab Prior,,
HR 1865,A,Star,Lepus,2.58,Arneb,,
HR 7194,z,Star,Sagittarius,2.6,Ascella,,
HR 3461,d,Star,Cancer,3.94,Asellus Australis,,
HR 3449,Gamma,Star,Cancer,4.66,Asellus Borealis,,
HR 3482,e,Star,Hydra,3.49,Ashlesha,,
HR 3699,i,Star,Carina,2.21,Aspidiske,,
HR 1151,21,Star,Taurus,5.76,Asterope,,
WASP-64,_,Star,Canis Major,12.69,Atakoraka,,
HR 6132,Eta,Star,Draco,2.73,Athebyne,,
HR 1131,o,Star,Perseus,3.84,Atik,,
HR 1178,27,Star,Taurus,3.62,Atlas,,
HR 6217,A,Star,Triangulum Australe,1.91,Atria,,
HR 3307,e,Star,Carina,1.86,Avior,,
HD 224693,_,Star,Cetus,8.23,Axólotl,,
HD 18742,_,Star,Eridanus,7.81,Ayeyarwady,,
HR 8301,Pi 1,Star,Cygnus,4.69,Azelfafage,,
HR 874,Eta,Star,Eridanus,3.89,Azha,,
HR 3045,X,Star,Puppis,3.45,Azmidi,,
HD 133086,8,Star,Ursa Minor,6.83,Baekdu,,
GJ 699,V2500,Star,Ophiuchus,9.54,Barnard's Star,,
HR 539,z,Star,Cetus,3.74,Baten Kaitos,,
HR 1393,u 3,Star,Eridanus,3.97,Beemim,,
HR 1298,ο 1,Star,Eridanus,4.04,Beid,,
HD 181342,_,Star,Sagittarius,7.55,Belel,,
HR 1790,Gamma,Star,Orion,1.64,Bellatrix,,
HAT-P-15,_,Star,Perseus,12.02,Berehynia,,
HR 2061,A,Star,Orion,0.45,Betelgeuse,,
HR 838,41,Star,Aries,3.61,Bharani,,
HD 86081,_,Star,Sextans,8.73,Bibhā,,
HR 8450,Theta,Star,Pegasus,3.52,Biham,,
HD 206610,_,Star,Aquarius,8.34,Bosona,,
HR 951,d,Star,Aries,4.35,Botein,,
HR 5603,s,Star,Libra,3.25,Brachium,,
HD 38283,_,Star,Mensa,6.69,Bubup,,
HD 16175,_,Star,Andromeda,7.28,Buna,,
HR 8264,X,Star,Aquarius,4.8,Bunda,,
HD 8574,_,Star,Pisces,7.12,Bélénos,,
HR 2326,A,Star,Carina,-0.62,Canopus,,
HR 1708,A,Star,Auriga,0.08,Capella,,
HR 21,B,Star,Cassiopeia,2.28,Caph,,
HR 2891,A,Star,Gemini,1.98,Castor,,
HR 265,u 2,Star,Cassiopeia,4.62,Castula,,
HR 6603,B,Star,Ophiuchus,2.76,Cebalrai,,
HD 63454,_,Star,Chamaeleon,9.37,Ceibo,,
HR 1140,16,Star,Taurus,5.45,Celaeno,,
HR 6585,m,Star,Ara,5.15,Cervantes,,
HR 4277,47,Star,Ursa Major,5.03,Chalawan,,
HR 1412,Theta 2,Star,Taurus,3.73,Chamukuy,,
WASP-50,_,Star,Eridanus,11.74,Chaophraya,,
HR 4785,B,Star,Canes Venatici,4.24,Chara,,
HAT-P-5,_,Star,Lyra,11.96,Chasoň,,
HD 192699,_,Star,Aquila,6.44,Chechia,,
HR 4359,Theta,Star,Leo,3.33,Chertan,,
HD 1502,_,Star,Pisces,8.36,Citadelle,,
HD 52265,_,Star,Monoceros,6.29,Citalá,,
HD 4208,_,Star,Sculptor,7.78,Cocibolca,,
HR 3522,55,Star,Cancer,5.95,Copernicus,,
HR 4915,a 2,Star,Canes Venatici,2.89,Cor Caroli,,
HR 6117,Omega,Star,Hercules,4.57,Cujam,,
HR 1666,B,Star,Eridanus,2.78,Cursa,,
HR 7776,B 1,Star,Capricornus,3.05,Dabih,,
HR 963,A,Star,Fornax,3.86,Dalim,,
HR 7924,A,Star,Cygnus,1.25,Deneb,,
HR 8322,d,Star,Capricornus,2.85,Deneb Algedi,,
HR 4534,B,Star,Leo,2.14,Denebola,,
HR 4968,A,Star,Coma Berenices,4.85,Diadem,,
HD 96063,_,Star,Leo,8.21,Dingolay,,
HR 188,B,Star,Cetus,2.04,Diphda,,
WASP-72,_,Star,Fornax,10.97,Diya,,
HD 117618,_,Star,Centaurus,7.17,Dofida,,
HAT-P-3,_,Star,Ursa Major,11.52,Dombay,,
HR 5953,d,Star,Scorpius,2.29,Dschubba,,
HR 4301,A,Star,Ursa Major,1.81,Dubhe,,
HR 6636,t 1,Star,Draco,4.57,Dziban,,
WASP-17,_,Star,Scorpius,11.49,Dìwö,,
HD 218566,_,Star,Pisces,8.59,Ebla,,
HR 5744,i,Star,Draco,3.29,Edasich,,
HR 1142,17,Star,Taurus,3.72,Electra,,
HR 5409,phi,Star,Virgo,4.84,Elgafar,,
HR 2177,Theta,Star,Columba,5,Elkurud,,
HR 1791,B,Star,Taurus,1.65,Elnath,,
HR 6705,Gamma,Star,Draco,2.24,Eltanin,,
HD 7199,_,Star,Tucana,8.06,Emiw,,
HR 8308,e,Star,Pegasus,2.38,Enif,,
HR 8974,Gamma,Star,Cepheus,3.21,Errai,,
HR 6945,42,Star,Draco,4.82,Fafnir,,
HR 5944,pi,Star,Scorpius,2.89,Fang,,
HR 7528,d,Star,Cygnus,2.9,Fawaris,,
HR 3923,-,Star,Hydra,4.94,Felis,,
BD-17 63,_,Star,Cetus,9.62,Felixvarela,,
HD 102195,_,Star,Virgo,8.07,Flegetonte,,
HR 8728,A,Star,Piscis Austrinus,1.17,Fomalhaut,,
HD 100655,_,Star,Leo,6.45,Formosa,,
HAT-P-14,_,Star,Hercules,9.86,Franz,,
HR 153,z,Star,Cassiopeia,3.69,Fulu,,
HR 8773,B,Star,Pisces,4.48,Fumalsamakah,,
HD 109246,_,Star,Draco,8.75,Funi,,
HR 2282,z,Star,Canis Major,3.02,Furud,,
HR 6630,-,Star,Scorpius,3.19,Fuyue,,
HR 4763,Gamma,Star,Crux,1.59,Gacrux,,
HD 73534,_,Star,Cancer,8.23,Gakyid,,
PSR B0633+17,_,Star,Gemini,-,Geminga,,
HR 4434,L,Star,Draco,3.82,Giausar,,
HR 4662,Gamma,Star,Corvus,2.58,Gienah,,
HR 4700,e,Star,Crux,3.59,Ginan,,
WASP-13,_,Star,Lynx,10.51,Gloas,,
HR 2845,B,Star,Canis Minor,2.89,Gomeisa,,
HR 6688,X,Star,Draco,3.73,Grumium,,
HR 5879,k,Star,Serpens,4.09,Gudja,,
HD 179949,V5652,Star,Sagittarius,6.25,Gumala,,
HR 6402,36,Star,Ophiuchus,5.07,Guniibuu,,
HR 5267,B,Star,Centaurus,0.61,Hadar,,
HR 1641,Eta,Star,Auriga,3.18,Haedus,,
HR 617,A,Star,Aries,2.01,Hamal,,
HR 1577,i,Star,Auriga,2.69,Hassaleh,,
HR 1899,i,Star,Orion,2.8,Hatysa,,
HR 8729,51,Star,Pegasus,5.49,Helvetios,,
HR 5107,z,Star,Virgo,3.38,Heze,,
HD 28678,_,Star,Taurus,8.38,Hoggar,,
HR 8634,z,Star,Pegasus,3.41,Homam,,
HAT-P-38,_,Star,Triangulum,12.53,Horna,,
HD 98219,_,Star,Crater,8.05,Hunahpú,,
HAT-P-2,_,Star,Hercules,8.72,Hunor,,
HR 5928,p,Star,Scorpius,3.87,Iklil,,
HD 82886,_,Star,Leo Minor,7.62,Illyrian,,
HR 4656,d,Star,Crux,2.75,Imai,,
HD 156411,_,Star,Ara,6.67,Inquill,,
HD 20868,_,Star,Fornax,9.92,Intan,,
HR 3743,-,Star,Ursa Major,5.41,Intercrus,,
WASP-38,_,Star,Hercules,9.41,Irena,,
HD 208487,_,Star,Grus,7.47,Itonda,,
HR 5506,e,Star,Boötes,2.35,Izar,,
HR 6027,v,Star,Scorpius,4.5,Jabbah,,
HR 2930,o,Star,Gemini,4.89,Jishui,,
HR 804,Gamma,Star,Cetus,3.56,Kaffaljidhma,,
HD 83443,_,Star,Vela,8.23,Kalausi,,
HD 145457,_,Star,Corona Borealis,6.57,Kamuy,,
HR 5315,k,Star,Virgo,4.18,Kang,,
HD 137388,_,Star,Apus,8.71,Karaka,,
HR 6879,e,Star,Sagittarius,1.79,Kaus Australis,,
HR 6913,L,Star,Sagittarius,2.82,Kaus Borealis,,
HR 6859,d,Star,Sagittarius,2.72,Kaus Media,,
HD 175541,_,Star,Serpens,8.02,Kaveh,,
HR 1325,ο 2,Star,Eridanus,4.43,Keid,,
HR 5359,L,Star,Virgo,4.52,Khambalia,,
HR 8131,A,Star,Equuleus,3.92,Kitalpha,,
HR 5563,B,Star,Ursa Minor,2.07,Kochab,,
HIP 12961,_,Star,Eridanus,10.25,Koeia,,
XO-4,_,Star,Lynx,10.62,Koit,,
HR 6148,B,Star,Hercules,2.78,Kornephoros,,
HR 4786,B,Star,Corvus,2.65,Kraz,,
HR 8417,X,Star,Cepheus,4.26,Kurhah,,
HR 4846,Y,Star,Canes Venatici,5.42,La Superba,,
HR 6241,e,Star,Scorpius,2.29,Larawag,,
HAT-P-42,_,Star,Hydra,12.15,Lerna,,
HR 6508,u,Star,Scorpius,2.7,Lesath,,
HR 7595,X,Star,Aquila,4.71,Libertas,,
HD 118203,_,Star,Ursa Major,8.05,Liesma,,
HR 824,39,Star,Aries,4.52,Lilii Borea,,
HD 212771,_,Star,Aquarius,7.6,Lionrock,,
HD 45350,_,Star,Auriga,7.89,Lucilinburhuc,,
HD 45652,_,Star,Monoceros,8.1,Lusitânia,,
HR 6526,L,Star,Hercules,4.41,Maasym,,
HD 93083,_,Star,Antlia,8.3,Macondo,,
HD 32518,_,Star,Camelopardalis,6.43,Mago,,
HR 2095,Theta,Star,Auriga,2.65,Mahasim,,
HD 152581,_,Star,Ophiuchus,8.38,Mahsati,,
HR 1149,20,Star,Taurus,3.87,Maia,,
WASP-39,V732,Star,Virgo,11.89,Malmok,,
HR 6149,L,Star,Ophiuchus,3.82,Marfik,,
HR 8781,A,Star,Pegasus,2.49,Markab,,
HR 3734,k,Star,Vela,2.47,Markeb,,
HR 6008,k,Star,Hercules,5,Marsic,,
HR 8650,Eta,Star,Pegasus,2.93,Matar,,
HAT-P-21,_,Star,Ursa Major,11.72,Mazaalai,,
HR 2473,e,Star,Gemini,3.06,Mebsuta,,
HR 4660,d,Star,Ursa Major,3.32,Megrez,,
HR 1879,L,Star,Orion,3.39,Meissa,,
HR 2650,z,Star,Gemini,4.01,Mekbuda,,
HR 3429,e,Star,Cancer,6.29,Meleph,,
HR 2088,B,Star,Auriga,1.9,Menkalinan,,
HR 911,A,Star,Cetus,2.54,Menkar,,
HR 5288,Theta,Star,Centaurus,2.06,Menkent,,
HR 1228,X,Star,Perseus,3.98,Menkib,,
HR 4295,B,Star,Ursa Major,2.34,Merak,,
HR 5533,38,Star,Boötes,5.76,Merga,,
HR 7254,A,Star,Corona Australis,4.11,Meridiana,,
HR 1156,23,Star,Taurus,4.14,Merope,,
HR 546,Gamma 1,Star,Aries,4.75,Mesarthim,,
HR 3685,B,Star,Carina,1.67,Miaplacidus,,
HR 4853,B,Star,Crux,1.25,Mimosa,,
HR 3418,s,Star,Hydra,4.45,Minchir,,
HR 4910,d,Star,Virgo,3.39,Minelauva,,
HR 1852,d,Star,Orion,2.25,Mintaka,,
HR 681,o,Star,Cetus,6.47,Mira,,
HR 337,B,Star,Andromeda,2.07,Mirach,,
HR 834,Eta,Star,Perseus,3.77,Miram,,
HR 1017,A,Star,Perseus,1.79,Mirfak,,
HR 2294,B,Star,Canis Major,1.98,Mirzam,,
HR 941,k,Star,Perseus,3.79,Misam,,
HR 5054,z,Star,Ursa Major,2.23,Mizar,,
XO-1,_,Star,Corona Borealis,11.28,Moldoveanu,,
WASP-79,_,Star,Eridanus,10.06,Montuno,,
WASP-60,_,Star,Pegasus,12.18,Morava,,
HAT-P-23,_,Star,Delphinus,12.32,Moriah,,
HR 544,A,Star,Triangulum,3.42,Mothallah,,
HD 30856,_,Star,Eridanus,7.91,Mouhoun,,
WASP-71,_,Star,Cetus,10.7,Mpingo,,
HR 2657,Gamma,Star,Canis Major,4.11,Muliphein,,
HR 5235,Eta,Star,Boötes,2.68,Muphrid,,
HR 3323,o,Star,Ursa Major,3.35,Muscida,,
HR 8030,18,Star,Delphinus,5.48,Musica,,
HAT-P-29,_,Star,Perseus,11.89,Muspelheim,,
WASP-6,_,Star,Aquarius,12.16,Márohu,,
HD 130322,_,Star,Virgo,8.04,Mönch,,
HR 3627,X,Star,Cancer,5.7,Nahn,,
WASP-62,_,Star,Dorado,10.12,Naledi,,
HR 3165,z,Star,Puppis,2.21,Naos,,
HR 8278,Gamma,Star,Capricornus,3.69,Nashira,,
HD 85390,_,Star,Vela,8.54,Natasha,,
HR 5602,B,Star,Boötes,3.49,Nekkar,,
HR 464,51,Star,Andromeda,3.59,Nembus,,
HD 6434,_,Star,Phoenix,7.72,Nenque,,
HD 49674,_,Star,Auriga,8.1,Nervia,,
HR 1829,B,Star,Lepus,2.81,Nihal,,
HD 136418,_,Star,Boötes,7.88,Nikawiy,,
HD 48265,_,Star,Puppis,8.05,Nosaxa,,
HR 7121,s,Star,Sagittarius,2.05,Nunki,,
HR 5747,B,Star,Corona Borealis,3.66,Nusakan,,
HD 17156,_,Star,Cassiopeia,8.17,Nushagak,,
WASP-15,_,Star,Centaurus,10.91,Nyamien,,
HD 68988,_,Star,Ursa Major,8.2,Násti,,
HD 149026,-,Star,Hercules,8.16,Ogma,,
HR 7235,z,Star,Aquila,2.99,Okab,,
HR 6165,t,Star,Scorpius,2.82,Paikauhale,,
WASP-32,_,Star,Pisces,11.54,Parumleo,,
HR 7790,A,Star,Pavo,1.94,Peacock,,
WASP-80,_,Star,Aquila,11.88,Petra,,
HR 1956,A,Star,Columba,2.65,Phact,,
HR 4554,Gamma,Star,Ursa Major,2.41,Phecda,,
HR 5735,Gamma,Star,Ursa Minor,3,Pherkad,,
HD 192263,V1703,Star,Aquila,7.79,Phoenicia,,
HR 3268,L,Star,Cancer,5.92,Piautos,,
HD 164604,_,Star,Sagittarius,9.66,Pincoya,,
HR 6252,m 2,Star,Scorpius,3.56,Pipirima,,
TrES-3,V1434,Star,Hercules,12.37,Pipoltr,,
HR 1180,28,Star,Taurus,5.05,Pleione,,
HD 221287,_,Star,Tucana,7.82,Poerava,,
HR 424,A,Star,Ursa Minor,1.97,Polaris,,
HR 7228,s,Star,Octans,5.45,Polaris Australis,,
HR 6812,m,Star,Sagittarius,3.84,Polis,,
HR 2990,B,Star,Gemini,1.16,Pollux,,
HR 4825,Gamma,Star,Virgo,2.74,Porrima,,
HR 4247,46,Star,Leo Minor,3.79,Praecipua,,
HR 1346,Gamma,Star,Taurus,3.65,Prima Hyadum,,
HR 2943,A,Star,Canis Minor,0.4,Procyon,,
HR 2216,Eta,Star,Gemini,3.31,Propus,,
GJ 551,A,Star,Centaurus,11.01,Proxima Centauri,,
HR 1084,e,Star,Eridanus,3.73,Ran,,
HR 1136,d,Star,Eridanus,3.53,Rana,,
HD 153950,_,Star,Scorpius,7.39,Rapeto,,
HR 3905,m,Star,Leo,3.88,Rasalas,,
HR 6406,α1,Star,Hercules,3.37,Rasalgethi,,
HR 6556,A,Star,Ophiuchus,2.08,Rasalhague,,
HR 6536,B,Star,Draco,2.79,Rastaban,,
HR 3982,A,Star,Leo,1.36,Regulus,,
HR 361,z,Star,Pisces,5.21,Revati,,
HR 1713,B,Star,Orion,0.18,Rigel,,
HR 5459,A,Star,Centaurus,-0.01,Rigil Kentaurus,,
HD 149143,_,Star,Ophiuchus,7.89,Rosaliadecastro,,
HR 7882,B,Star,Delphinus,3.64,Rotanev,,
HR 403,d,Star,Cassiopeia,2.66,Ruchbah,,
HR 7348,A,Star,Sagittarius,3.96,Rukbat,,
HR 6378,Eta,Star,Ophiuchus,2.43,Sabik,,
HR 1612,z,Star,Auriga,3.69,Saclateni,,
HR 8518,Gamma,Star,Aquarius,3.86,Sadachbia,,
HR 8684,m,Star,Pegasus,3.51,Sadalbari,,
HR 8414,A,Star,Aquarius,2.95,Sadalmelik,,
HR 8232,B,Star,Aquarius,2.9,Sadalsuud,,
HR 7796,Gamma,Star,Cygnus,2.23,Sadr,,
HD 100777,_,Star,Leo,8.42,Sagarmatha,,
HR 2004,k,Star,Orion,2.07,Saiph,,
HR 8880,t,Star,Pegasus,4.58,Salm,,
HAT-P-34,_,Star,Sagitta,10.31,Sansuna,,
HR 6553,Theta,Star,Scorpius,1.86,Sargas,,
HR 6410,d,Star,Hercules,3.12,Sarin,,
HR 1481,53,Star,Eridanus,4.02,Sceptrum,,
HR 8775,B,Star,Pegasus,2.44,Scheat,,
HR 168,A,Star,Cassiopeia,2.24,Schedar,,
HR 1373,d,Star,Taurus,3.78,Secunda Hyadum,,
HR 0542,e,Star,Cassiopeia,3.35,Segin,,
HR 5435,Gamma,Star,Boötes,3.04,Seginus,,
HR 7479,A,Star,Sagitta,4.39,Sham,,
HD 99109,_,Star,Leo,9.1,Shama,,
HIP 79431,_,Star,Scorpius,11.34,Sharjah,,
HR 6527,L,Star,Scorpius,1.62,Shaula,,
HR 7106,B,Star,Lyra,3.52,Sheliak,,
HR 553,B,Star,Aries,2.64,Sheratan,,
HD 181720,_,Star,Sagittarius,7.84,Sika,,
HR 2491,A,Star,Canis Major,-1.44,Sirius,,
HR 8610,k,Star,Aquarius,5.04,Situla,,
HR 8709,d,Star,Aquarius,3.27,Skat,,
BD+14-4559,_,Star,Pegasus,9.78,Solaris,,
HR 5056,A,Star,Virgo,0.98,Spica,,
HAT-P-6,_,Star,Andromeda,10.54,Sterrennacht,,
HD 75898,_,Star,Lynx,8.03,Stribor,,
HR 7906,A,Star,Delphinus,3.77,Sualocin,,
HR 3852,o,Star,Leo,3.52,Subra,,
HR 3634,L,Star,Vela,2.23,Suhail,,
HR 7178,Gamma,Star,Lyra,3.25,Sulafat,,
HR 5338,i,Star,Virgo,4.07,Syrma,,
HD 205739,_,Star,Piscis Austrinus,8.56,Sāmaya,,
HR 1543,Pi3,Star,Orion,3.19,Tabit,,
HAT-P-40,_,Star,Lacerta,11.35,Taika,,
HR 4518,x,Star,Ursa Major,3.69,Taiyangshou,,
HR 4916,8,Star,Draco,5.23,Taiyi,,
HR 3569,i,Star,Ursa Major,3.12,Talitha,,
WASP-21,_,Star,Pegasus,11.55,Tangra,,
HR 4069,m,Star,Ursa Major,3.06,Tania Australis,,
HR 4033,L,Star,Ursa Major,3.45,Tania Borealis,,
HD 63765,_,Star,Carina,8.1,Tapecue,,
HR 7525,Gamma,Star,Aquila,2.72,Tarazed,,
HR 3249,B,Star,Cancer,3.53,Tarf,,
HR 1145,19,Star,Taurus,4.3,Taygeta,,
HR 3208,z 1,Star,Cancer,4.67,Tegmine,,
HR 2286,m,Star,Gemini,2.87,Tejat,,
HR 7597,Omega,Star,Sagittarius,4.7,Terebellum,,
HAT-P-9,_,Star,Auriga,12.26,Tevel,,
HR 1464,u 2,Star,Eridanus,3.81,Theemin,,
HR 5291,A,Star,Draco,3.67,Thuban,,
HR 8636,B,Star,Grus,2.12,Tiaki,,
HR 1910,z,Star,Taurus,2.97,Tianguan,,
HR 4863,7,Star,Draco,5.43,Tianyi,,
HD 148427,_,Star,Ophiuchus,6.89,Timir,,
WASP-161,_,Star,Puppis,10.77,Tislit,,
HR 458,u,Star,Andromeda,4.09,Titawin,,
WASP-22,_,Star,Eridanus,11.71,Tojil,,
HR 5460,A,Star,Centaurus,1.35,Toliman,,
HR 4609,-,Star,Camelopardalis,5.8,Tonatiuh,,
HR 510,o,Star,Pisces,4.29,Torcular,,
HAT-P-36,_,Star,Canes Venatici,12.25,Tuiren,,
HD 23079,_,Star,Reticulum,7.12,Tupi,,
HD 108147,_,Star,Crux,6.99,Tupã,,
HR 3185,p,Star,Puppis,2.83,Tureis,,
HR 3845,i,Star,Hydra,3.9,Ukdah,,
HD 102117,_,Star,Centaurus,7.47,Uklun,,
HR 5854,A,Star,Serpens,2.63,Unukalhai,,
HR 2646,s,Star,Canis Major,3.49,Unurgunite,,
HD 231701,_,Star,Sagitta,8.97,Uruk,,
HR 7001,A,Star,Lyra,0.03,Vega,,
HR 8930,14,Star,Andromeda,5.22,Veritate,,
HR 4932,e,Star,Virgo,2.85,Vindemiatrix,,
HR 2777,d,Star,Gemini,3.5,Wasat,,
HR 2040,B,Star,Columba,3.12,Wazn,,
HR 2693,d,Star,Canis Major,1.83,Wezen,,
HR 338,z,Star,Phoenix,4.02,Wurren,,
HR 6247,m 1,Star,Scorpius,3,Xamidimura,,
HD 173416,_,Star,Lyra,6.04,Xihe,,
HR 5351,L,Star,Boötes,4.18,Xuange,,
HR 6075,e,Star,Ophiuchus,3.23,Yed Posterior,,
HR 6056,d,Star,Ophiuchus,2.73,Yed Prior,,
HR 6789,d,Star,Ursa Minor,4.35,Yildun,,
HR 4689,Eta,Star,Virgo,3.89,Zaniah,,
HR 1231,Gamma,Star,Eridanus,2.97,Zaurak,,
HR 4540,B,Star,Virgo,3.59,Zavijava,,
HR 3903,u 1,Star,Hydra,4.11,Zhang,,
HR 984,z,Star,Eridanus,4.8,Zibal,,
HR 4357,d,Star,Leo,2.56,Zosma,,
HR 5531,a 2,Star,Libra,2.75,Zubenelgenubi,,
HR 5787,Gamma,Star,Libra,3.91,Zubenelhakrabi,,
HR 5685,B,Star,Libra,2.61,Zubeneschamali,,
M 24,IC 4715,Cluster Nebulosity,,2.50,,,
M 42,Cr 42,Asterism,Taurus,1.60,,,
M 40,WNC 4,Asterism,Ursa Major,10.11,,,
IC 4628,ESO 332-14,Nebula,Scorpius,7.30,,,
PGC 17223,,Galaxy,Dorado,0.90,"Large Magellanic Cloud,LMC",,
IC 2944,Caldwell 100,Nebula,Centaurus,4.50,"Lambda Centauri Nebula,Running Chicken Nebula",,
IC 2602,Caldwell 102,Open Cluster,Car,1.90,Southern Pleiades,,
Mercury,,Planet,,0.74,,,
Venus,,Planet,,-4.1,,,
Mars,,Planet,,1.79,,,
Jupiter,,Planet,,-2.3,,,
Saturn,,Planet,,0.41,,,
Uranus,,Planet,,5.5,,,
Neptune,,Planet,,7.8,,,
Moon,,Planet,,,,,
Sun,,Planet,,-26.8,,,